8790 26251
6396 2030 -434
972 4592 -586
1823 6008 -264
2518 4119 577
5144 1913 813
4505 6416 350
3829 3384 307
5309 3159 723
1530 7763 -390
6425 4761 714
8646 7680 196
2976 4837 825
4169 7312 -491
5140 5190 -328
4405 2571 464
8189 2148 -223
5180 8767 213
3351 2038 -581
3559 1115 232
1273 6757 103
3366 7394 -48
2779 1193 51
7834 4639 398
2743 3563 219
6871 5537 -373
8098 8700 -485
2144 8476 238
3719 8227 -727
7314 3515 7
8262 1999 -818
1024 3263 935
6905 1743 3
2155 8015 -331
5999 799 -758
6500 4124 972
3424 3529 25
4103 3342 529
6360 3967 -682
5052 4176 -636
6844 1917 -954
7617 3036 682
6873 1198 917
789 6007 -928
5898 8188 276
99 7360 -421
7307 7655 506
4019 151 303
1651 5224 606
6594 5109 -819
137 2329 -601
6922 2161 -258
4252 5306 -966
4529 3047 -291
4197 7147 -145
7018 1232 378
2080 1960 923
4079 2680 -416
7433 2726 -409
4311 3288 896
4108 7702 549
1853 736 -801
158 488 -367
3553 1415 -717
3905 2946 557
2377 4941 832
3417 7173 944
6846 2935 71
1756 6600 -338
4 66 -868
1017 5209 412
4301 7357 0
6553 3331 -121
5206 1684 -402
226 8393 822
809 459 795
6007 2016 591
2346 1054 -138
798 8054 651
6542 7193 283
3785 8190 297
256 3179 -23
7866 2389 139
6952 2257 259
3110 6590 -757
4220 2936 62
6826 5406 -235
619 3889 935
1494 4267 334
4650 2005 803
1666 7529 447
4882 8033 -448
6559 452 209
7383 1099 333
6565 247 -133
3898 2668 -14
469 7630 909
2145 261 71
4098 1251 941
1964 2206 -821
6827 4946 -597
8572 1895 -763
7447 5642 55
4268 2877 1000
5857 1019 201
4112 4258 644
6659 3372 205
3837 208 -252
5720 2736 190
6616 7817 -397
6162 976 17
758 4828 136
242 3042 14
5992 8264 127
2342 2441 141
6283 4910 178
6470 4010 -689
2868 5522 -357
3506 4893 922
2015 519 748
3081 4499 427
2165 4936 695
5303 6478 -703
7596 3771 -228
8084 3839 -78
869 7563 827
5269 4061 919
738 6201 -813
3076 7239 559
3125 1608 940
2361 4727 -231
5694 6063 304
6057 1062 11
1736 3920 -302
3774 8141 -887
2317 392 -347
8652 5457 -829
1072 5739 81
8657 3886 -562
930 1569 -509
7759 5988 658
8471 6625 750
5234 8282 146
5810 5542 874
4777 1937 -150
3731 3690 479
1274 481 665
7042 2439 268
7502 4043 710
1223 6501 -46
7528 3969 -276
730 4592 552
6649 6525 36
3662 5085 445
7060 7058 591
2703 3326 360
4724 3723 733
3601 14 -226
2931 3714 749
8356 2636 -43
2780 1105 955
5694 2736 127
4032 5462 -271
7278 667 770
3218 1669 -692
1197 6275 -477
6133 2093 107
6725 4644 -523
249 68 920
8655 2626 675
8729 4002 600
6456 7136 -382
7270 1451 531
3199 1612 -496
2653 8701 251
2201 6508 -424
1836 3824 -892
8189 4104 161
6970 4368 900
8120 4379 40
3647 8648 -580
2773 8019 -305
6975 4033 -576
6036 618 842
4766 418 209
1104 3603 -904
2493 8715 752
8741 1346 37
5975 908 287
1736 6688 52
4928 2527 -656
5538 600 754
1667 7074 -56
7200 755 -85
3812 8507 -538
8370 3799 -817
4890 3578 853
1291 434 691
1192 7602 -605
5624 2816 166
1590 1506 162
5532 4214 489
6782 2362 470
4926 2245 397
2035 1992 159
3305 7710 -328
5764 2525 -459
8386 5698 -993
4077 3831 -947
6440 435 869
5383 7369 461
2387 8411 373
4578 4285 -376
671 8504 432
6057 4743 -32
1461 7309 -541
3118 2045 -801
7496 4791 -833
5205 5188 -443
3070 4246 -682
2020 3004 29
4297 7262 5
7786 302 -856
1688 5333 353
2810 6135 -758
1364 944 -606
4499 7602 -358
2209 7097 -150
2904 3218 355
687 2132 698
7880 1297 -285
399 3205 750
5238 3120 113
5420 16 751
5809 4482 278
95 8652 298
2419 3425 831
5785 3584 103
1484 7771 620
8493 2163 394
172 8513 -902
1770 5738 709
7689 2684 717
3214 1930 -483
6940 3540 -442
4072 504 401
2393 3957 408
6087 5111 -627
5932 7143 -998
2406 780 194
3105 8520 -802
3966 4252 -258
120 8091 765
1950 8604 499
2199 1183 -68
6998 5730 359
3996 5376 581
3604 2050 697
1119 3919 -851
8127 2367 -969
7358 1062 998
6764 2760 229
6437 1638 -583
6530 8192 -797
7021 6409 44
7414 5695 131
765 4555 -820
3090 3431 -408
8525 2074 282
8367 702 -437
3258 852 657
3612 4318 557
2807 3631 195
2517 228 -936
3150 374 -508
5366 7751 -525
891 1980 602
3397 5545 -59
3960 559 776
7438 4309 884
7323 8149 781
5253 3656 -525
4264 697 -855
2320 8141 -938
2809 6693 642
7180 2441 -534
6177 7812 -389
2416 738 -454
8098 2151 -670
1794 7779 13
5236 8749 751
8610 7739 -328
8193 3413 -20
768 7778 905
2583 5623 -745
6409 1264 -573
4934 7900 -844
1151 282 -143
4043 4127 466
754 8438 -962
324 5444 821
3938 945 -628
7487 7038 -298
8321 532 -108
640 1516 827
6913 6482 -62
4618 668 633
6871 675 942
5954 7910 635
3176 3280 -441
4498 4785 90
4373 4382 -229
3119 2581 -586
7615 1278 -935
3002 2227 356
3872 1314 -296
1769 5841 248
6296 7790 969
1473 4257 -802
1047 7342 -834
7934 1556 -227
2681 6923 -184
6216 1350 -408
4428 2884 398
2897 6262 -302
1452 6960 -111
3501 1253 -922
6593 4246 -796
2167 799 -89
5914 1910 -964
8082 200 959
1969 3385 -876
8395 6123 462
991 2406 -764
370 8208 938
7942 251 181
601 4934 -549
1476 2326 -457
7527 698 954
6514 1836 540
6070 6243 646
3263 6424 -356
2212 5377 -701
8711 404 -391
3526 6600 25
6861 2742 -361
2887 4582 -481
6028 6074 -884
2243 5263 440
4451 8118 -971
8343 1712 510
1356 4831 763
280 7879 -297
1548 7758 -125
1 8643 876
3360 1509 782
3440 250 -595
5976 2414 124
816 4791 -680
565 4958 -816
601 3728 297
4807 5053 525
2853 3736 462
8462 5300 -574
5549 7241 -784
3466 8479 -811
3478 7540 -106
4421 4789 166
1690 1831 798
1133 8074 624
7091 1426 704
8437 586 -187
7936 4693 -868
7842 6599 517
6288 3905 75
366 7938 25
2256 5543 -349
4224 129 735
688 7121 551
6274 2209 268
5313 3813 -950
5209 8479 142
5727 3293 251
8379 1618 -411
2574 5060 402
3273 1906 -718
2200 5263 494
5470 4587 389
1811 8151 673
4876 70 38
1454 7845 -272
347 1752 -451
8198 1795 785
3322 4818 -394
8182 8166 472
643 6182 1000
3714 7501 -191
4677 2643 850
5132 8058 353
3415 6906 895
1877 5585 851
5266 4272 -400
4091 152 68
8676 3135 -536
5865 7397 694
5599 1875 -698
6633 3970 167
3163 2744 -603
981 4789 -67
5676 3828 -643
7131 3191 300
4332 529 301
1497 7560 -479
6032 8658 653
8474 6527 42
7596 6631 230
7990 6485 -51
4417 7657 505
7802 2792 -675
8503 6221 -164
7912 625 538
3171 7566 -618
2939 4238 789
4336 6713 280
5119 688 -189
5574 2975 359
984 2805 -730
6786 5590 -265
1240 8585 724
7979 6594 -293
5503 6562 -383
5961 3945 -409
473 3751 -554
4716 8589 924
6101 2040 566
3828 8646 503
5099 8164 391
4254 7803 -275
6337 5566 150
4445 2431 931
745 8110 687
5721 6201 -936
6544 1595 -307
562 7690 -779
5963 5846 -109
7718 6502 421
2148 2759 -500
8080 5163 159
6997 2994 -56
5716 6188 -120
7647 3622 -427
400 4746 639
1658 845 -254
1249 4990 -779
3151 7004 848
1985 730 514
5074 3221 -796
6457 4639 -943
2967 2748 -891
1509 4982 12
2365 984 478
4118 1949 -237
8586 8484 268
2637 3032 82
5217 7267 -2
7933 3607 -337
6969 844 138
8524 6319 -25
774 8573 -268
820 7673 480
6177 6313 882
7723 2027 -9
4144 1061 -732
7032 995 941
2579 840 437
6383 3854 706
104 7626 934
2512 4098 -913
8751 8340 514
2200 7640 -718
8275 813 88
7774 5395 -415
6983 6417 818
206 8589 606
1000 1213 -202
5522 7660 -768
6241 1033 759
8645 8636 -50
5897 5893 526
4548 1254 913
5345 113 571
3714 8471 -415
4907 1958 409
1015 4442 -358
8697 7757 -580
964 7250 397
311 6191 868
1873 7561 -179
3584 4285 -959
5717 2602 814
4530 1830 -550
1902 917 511
5255 1205 -471
1862 3062 686
6756 4830 -43
2888 6826 -598
2837 8176 -189
3313 2958 -434
5559 730 894
7589 6338 -350
8196 7944 -266
3029 8195 440
536 4655 28
8215 5224 -393
1596 2240 -302
2834 7731 640
1425 5623 721
658 8061 -598
1576 3996 -16
210 2482 856
2190 721 336
3805 2773 329
624 4966 282
6246 7253 -709
4810 1858 159
596 3152 253
722 6851 -374
8517 5125 -644
5430 1446 -656
2544 565 -503
1313 7060 834
2541 4172 432
4476 341 476
4648 8217 154
303 2710 23
5536 7643 -520
4860 460 747
2092 3365 -589
4037 8256 859
946 6934 -651
1254 8285 227
1984 3529 865
8362 7214 657
2725 8460 -40
7405 2542 -571
3482 6909 -361
6784 4776 -705
5394 5337 -663
7579 5960 -564
7399 8278 -791
6890 5356 35
6804 5960 888
283 6080 416
237 1805 920
6136 732 -107
1797 5898 -478
5037 5972 -899
2875 5749 158
1775 8775 -261
7600 4127 -536
8499 5560 -764
3144 4862 780
5707 1518 -368
8758 5007 -784
3686 549 199
8597 782 463
5169 1985 231
7136 3966 537
6156 422 739
8488 232 -506
5934 3755 -812
6873 1878 -404
1922 665 -903
262 4313 -996
3572 3936 86
7301 7064 344
1150 4411 -225
2454 4382 -484
4048 592 -223
3144 1586 661
2767 5952 187
2402 2879 -949
4418 692 -487
5886 7064 230
7279 6773 626
8650 3717 813
2437 8685 788
6241 5732 997
8776 2534 768
6308 7250 478
1601 4188 708
8338 8583 394
7165 696 819
2293 7149 643
8049 7717 923
8073 6009 -982
3235 8383 -764
7173 4561 325
1271 7039 250
1809 6494 643
8367 1056 -774
2055 1167 -277
2283 6471 -724
2637 7810 387
4101 4778 -195
2735 5787 -576
7670 6351 758
756 2775 50
7606 2115 -201
8207 3392 897
6445 8399 -770
4 5290 981
5901 1585 -659
4440 2770 -353
8414 4241 -751
5398 5263 -135
1755 680 345
6292 8653 -458
7276 5413 -331
1216 6253 836
7750 1219 -412
7237 7568 -453
6355 8633 -272
1411 3111 800
1691 2719 153
1479 338 625
6259 8013 363
6467 8016 -904
5725 8152 -574
682 1440 648
1469 7783 -482
5479 4212 831
3608 7734 331
8217 4438 -785
6907 4509 -199
4985 6741 -396
3827 2701 484
8299 2439 13
7934 2643 -894
632 2321 992
7603 3932 -897
594 8603 -525
4519 1131 575
7165 2170 -256
4719 696 -702
8307 7866 -941
4592 198 58
1990 4775 -774
8702 4657 530
7966 5617 -490
1687 6874 -184
6342 7422 -167
2670 4333 710
8348 7780 7
237 7736 -695
46 5610 -384
5659 4899 243
1315 4842 -879
6316 4908 51
3238 1934 -470
6391 7508 485
4867 2060 -728
373 5515 969
468 6049 -552
4629 5327 397
1643 2280 558
4830 1085 28
5497 2930 825
4623 271 -514
7340 3586 -712
4467 6401 -30
5962 8467 -689
7947 6765 -140
6416 6241 -633
7478 3345 47
1420 6346 -183
2852 7167 498
2250 3567 -59
6010 740 -925
5240 6319 -215
5222 8207 171
6151 6691 -885
1568 704 330
7335 3855 -531
2893 6336 579
8185 7410 768
8621 1164 -793
3852 7586 542
75 4061 217
7933 2145 -458
1602 1275 38
8568 2376 782
6202 5525 303
1995 3023 798
6216 1156 -368
2259 5110 -814
1458 2038 -102
6666 7871 433
3343 5341 457
5811 1272 931
7924 8414 -934
6615 3446 -697
4075 4420 584
1757 6790 -675
3463 15 690
2512 7514 421
6524 984 593
487 4237 -337
2462 1979 -25
1816 993 -638
7500 2302 819
55 2978 701
7121 2365 739
6538 1537 706
3733 787 16
7898 6011 -428
3073 1464 508
8678 2266 -189
3389 8789 -278
1464 4682 -925
2868 884 -786
3718 6211 307
8064 7806 951
7346 7182 -737
3041 4800 70
4042 3968 -918
3138 1280 8
5972 3474 329
2453 4318 407
4888 3398 -281
621 5317 542
7328 5449 -523
4912 3205 176
5423 7953 -965
8553 127 27
693 2885 130
5503 7033 -838
3208 5466 513
6830 5806 -300
5629 8485 -495
2184 1415 -670
2214 6059 746
288 2830 309
3959 1990 -548
8014 3854 782
3278 389 -76
6772 1135 -781
6555 6465 -137
3375 6601 -459
3771 5167 621
5728 4718 587
7218 6589 -866
589 8017 -98
2407 8539 -488
55 7453 -518
3945 6467 291
2120 1068 211
8417 4129 -878
3357 7330 976
2957 7769 -580
3656 1783 -676
2622 5393 371
2686 5451 -509
6939 4085 -998
3418 7357 -958
3118 6096 588
2299 117 -81
8611 1314 272
4891 7540 -955
5404 5336 -556
5064 520 -183
246 4115 -115
2591 6051 -81
6868 5618 157
5138 6421 989
1945 8321 722
3705 367 -977
1896 3513 608
1710 4163 -938
6756 7559 517
1509 789 932
5565 5143 -401
223 6523 46
7622 8069 -433
2782 7919 355
8337 1244 -752
8063 6442 759
8346 7491 458
1163 4346 52
1514 8199 -393
8082 8101 96
2958 3670 734
4959 1102 -870
3301 6627 -227
52 7817 -151
1579 1225 435
4761 8391 460
2860 8245 -835
4893 4178 -688
3226 5126 567
2045 5440 -271
4968 2751 -470
7455 5616 -31
433 5379 654
451 1821 65
1008 4138 -962
3104 2774 283
8658 6263 -630
1699 8248 -67
7128 3849 575
4917 3276 492
5535 8699 -615
3699 4626 -597
7588 5599 85
8305 5451 -767
3015 6805 198
7127 99 -295
7372 7389 606
2326 6324 -431
5440 4171 -936
5777 3820 -544
6897 3200 763
7288 7237 551
8363 5726 973
8230 2946 -619
6081 2268 -271
8328 1068 -758
912 680 766
3100 2726 -287
1858 3680 -445
7520 1888 418
5964 2243 -940
3745 2756 -842
1796 4575 -268
6921 1899 91
141 2696 -980
1123 7299 53
4594 4646 887
8482 6388 -873
8010 5932 -540
6585 721 -59
7356 2021 -401
5225 5352 -614
4053 5735 -596
690 8317 -335
8326 6542 -57
215 2003 900
3153 4518 -510
1713 1774 791
7083 4303 -237
6006 3675 -686
1980 1484 526
5079 1480 114
3351 1621 -230
8047 704 397
4564 7299 154
2060 6690 -526
2889 4867 882
5769 5122 914
3631 7100 315
107 4793 -603
8451 5723 4
2737 6241 462
2462 4553 390
2372 2817 882
7263 3119 160
7480 6154 -438
2292 4833 -215
1181 7145 57
5235 3383 -991
4890 5196 953
2963 7725 113
6917 3446 205
8570 4520 319
1430 1997 -134
1330 5471 -424
2705 2799 273
4111 7160 -236
6789 30 -809
3853 8017 511
1449 2786 167
4841 2922 -970
7455 3826 -661
4749 4472 470
5504 6865 -894
6911 2449 827
339 6671 -161
4558 6743 634
2763 37 131
4745 334 417
1680 5983 636
4593 3760 772
3647 814 944
1460 6992 -405
249 168 261
4431 1620 -261
5214 8113 320
6593 3837 185
2962 7864 626
6798 786 1
1915 5497 -797
1917 4384 -385
4090 879 629
5137 3877 463
4008 7732 95
3201 7341 -49
6151 6087 -220
1337 5860 397
6184 375 -469
6747 1717 -416
3944 3098 768
1549 480 70
1366 4186 -389
8433 3163 477
2638 455 925
6200 3532 -578
5034 503 86
1057 1173 727
8293 6638 40
1075 7253 357
6458 2243 -599
8545 426 -104
2262 1229 252
7948 2180 261
2310 3829 89
8023 3169 -697
1148 5170 -379
6809 3126 596
1537 1578 -606
1463 1409 -302
7425 5407 -125
3440 4732 253
5819 93 41
8528 1934 -380
619 7075 -506
5512 418 204
7478 1189 -436
7969 7109 349
458 805 -836
8424 7761 -502
3351 6183 637
2044 3995 199
7012 8573 -496
4805 3822 -371
858 7758 -885
607 1725 -369
1024 4902 507
7423 5067 -369
1545 4375 -20
7516 5411 -27
4286 3878 -592
2723 6786 511
7750 1867 -632
6468 302 927
2446 5035 947
6802 5150 13
4374 1865 -661
5547 1974 -27
7430 4607 297
2854 427 867
3200 7374 381
3290 4800 -378
8518 8144 435
6579 7656 -519
6373 1169 845
5013 5892 285
4681 8119 248
2252 2991 347
4974 882 -937
7523 7513 544
2577 3113 672
1518 8405 -307
8284 7059 -980
5594 8194 -374
2554 2922 -594
2037 4675 -112
1734 4690 196
1022 7440 -905
2804 4610 704
3485 5469 -200
5557 965 -843
3358 488 539
2617 5687 -573
6551 152 -434
4026 4189 -686
2791 4909 -378
390 1759 612
2693 919 520
7094 1620 -589
5975 954 810
6321 4942 853
1359 7714 -421
8353 3219 949
7236 7668 420
1728 1507 -808
7237 970 -689
7584 7639 244
2152 7513 964
8095 4774 -604
5933 7634 -329
2985 1934 -11
6779 3621 357
5868 3396 395
6965 7619 30
728 2129 946
2196 1828 -305
4334 2225 364
295 2787 -510
6983 2853 580
249 3658 -151
2559 64 -52
76 7427 -815
525 5464 -142
6710 2915 337
6431 1123 805
8460 6249 947
7625 5054 -551
3805 6054 107
8317 3441 546
2670 692 469
4781 136 25
3543 5724 233
1025 8598 972
1321 2491 -583
8079 6513 422
21 6354 842
8632 8164 -200
1449 1303 975
871 3112 926
5085 8576 15
2866 7038 -649
7906 4165 -957
398 7576 -159
498 6614 570
3075 8741 807
8044 3270 -727
6412 3855 992
1513 1487 285
477 3771 530
2614 1298 -651
1230 5312 -706
723 1594 678
2718 4141 148
2844 523 -874
6339 1410 112
4039 5992 -112
4123 2494 275
6471 3396 203
4881 8287 -194
6773 396 221
4087 5514 -45
3831 7714 -467
6603 8600 758
7102 6394 277
3476 2133 -856
1202 7948 712
2735 4575 -354
4662 5930 321
4792 3249 577
4537 5274 -285
8109 3754 -999
3573 8164 744
8661 721 395
5319 2666 693
3369 279 366
8535 1139 326
8601 5239 150
5997 6702 835
6458 3928 837
6175 706 -674
2460 963 -414
5603 1154 813
4734 2857 -756
1780 4262 844
6335 2618 -191
413 8156 -574
1900 7669 470
389 3729 966
1814 7021 354
6927 855 351
8450 872 480
6676 874 212
6943 7473 819
7976 831 -183
8730 965 426
3541 1638 388
4418 5043 924
4589 6574 -473
948 6723 392
1362 5256 -723
1154 8644 -401
161 5100 123
1716 4336 578
7087 8017 -613
2545 6664 221
2757 1866 244
7787 5571 60
6769 190 -877
1739 3152 230
267 4118 363
2743 1209 99
5711 1813 -458
6082 5091 60
6105 1516 308
5686 522 919
2736 1684 -936
4007 4454 98
8293 1022 772
333 224 -209
1444 3846 -555
4234 545 -68
4328 2901 -7
6763 2373 -21
6666 2169 -428
6887 7040 451
5727 4451 -228
3169 4568 -462
4150 128 -52
6417 8345 43
4157 6599 673
3732 1911 975
8040 3157 400
8099 1695 189
5130 5256 584
6449 1487 -948
5930 3482 815
3934 1983 780
3687 1762 -31
1475 8331 695
1885 2226 548
5203 4941 743
2876 4353 333
2124 5647 -219
5427 3750 -381
2541 2341 -699
7143 628 771
4140 6193 -432
7973 5009 813
95 2133 -140
2110 5013 -380
888 1598 -242
4943 648 113
3346 1975 879
4296 7307 -167
3593 8563 142
7730 7601 -861
2538 816 -290
978 6522 -852
4892 7988 -740
4060 2554 -156
2252 4444 672
3988 361 -294
3629 8108 713
3760 3422 75
595 364 -193
411 6496 642
2536 5143 -709
3970 7245 -686
5546 783 514
1871 4223 -972
4746 8707 111
6455 8600 6
6671 501 774
8434 4663 -577
4651 5408 -204
3234 2479 19
5645 7756 -310
7018 4416 968
7739 147 603
5584 4285 -645
7561 5060 -325
1099 6136 -160
3337 7690 124
8128 3826 -737
5245 5868 274
3244 169 -13
8535 2073 38
3875 7995 458
2684 4314 271
5013 2305 -223
5046 3594 -881
3531 7535 403
1993 5865 -128
3773 2828 458
5417 871 350
3013 1339 -996
3094 985 -424
7802 8351 48
2232 7273 656
6607 4085 -99
2776 5503 -527
17 7802 -416
4019 3268 -578
677 3604 658
5296 4256 464
6357 6465 -698
4947 2597 -423
3700 6168 -54
3904 3294 106
3496 8308 568
5537 8639 -749
3290 3856 688
5424 2074 -270
2888 4556 579
7585 3907 200
3402 1371 -424
4669 8505 -219
5999 7857 -972
7729 660 341
42 2762 416
7559 3154 -775
4075 3252 -90
2905 6860 -991
3231 8552 -671
6868 5189 319
2796 5872 669
7948 7105 953
8340 1886 -242
2664 8573 -225
3845 6598 -198
2688 8754 826
2415 2528 -187
4780 3244 -663
4859 7992 708
2885 7808 -291
6761 7031 221
3785 6540 -590
5434 2166 647
1659 6879 579
5449 1804 435
3041 6448 424
28 268 547
2370 4557 -486
5329 3328 174
5392 1804 209
6757 4853 678
2907 66 -112
4219 7853 476
6836 8589 -212
3403 7663 -644
2286 878 -174
3797 2966 -896
190 4826 537
1328 5096 -93
3310 3941 901
4478 5829 -244
6502 231 -396
3590 1242 256
5640 3484 -754
8785 6491 489
5309 7461 -79
2391 4539 -552
1188 4700 -142
2166 2755 -789
5291 1452 174
2194 4806 -852
3478 6003 -978
3868 7890 -905
3632 4937 758
2703 1913 820
1253 8253 719
7603 8308 383
2342 972 919
8659 6074 -989
5300 5921 -5
3129 7493 851
8418 6704 -473
340 5791 -290
1007 3576 43
484 2643 776
8014 2016 576
6966 2307 176
8381 8011 -745
8710 3595 608
2948 319 661
2237 8063 226
4382 6001 -476
3510 4618 -744
5976 8632 -599
8331 265 44
5359 3034 -824
7430 3387 -819
4983 5662 914
8520 4141 -398
5184 5380 630
7804 1291 292
4247 409 564
1304 4315 15
1808 4900 -572
978 8493 447
7987 2157 -635
4258 3353 563
4379 7806 -315
52 4513 60
563 7751 142
979 7613 -981
448 7017 -610
420 7807 594
3742 4520 -886
7214 248 -63
8083 6609 923
3176 8533 -477
5736 4581 -86
6863 1920 519
2684 3492 -746
5259 3366 -301
7186 5976 353
449 8786 -527
5478 1308 -46
4019 3281 718
4333 5906 579
5040 5206 -336
5769 2124 366
3859 8120 827
3173 3847 993
3278 3364 904
2415 8093 446
6550 6877 -136
8787 8727 -321
5922 532 740
6518 7619 -214
7832 358 770
524 6803 500
5238 3202 777
4789 3863 165
5392 7167 -601
1397 1865 496
1025 7215 -504
6423 561 395
4562 6715 -793
125 3333 -709
6809 4592 -923
2224 6593 601
1482 4352 -543
3187 1632 -354
5804 6399 -35
8235 6971 851
6351 4236 -260
1935 1947 -514
8485 1228 841
482 938 663
6392 3379 -53
3470 1316 -909
55 7174 -921
2149 3105 -111
1620 5998 -590
3455 1427 268
4317 8410 -108
374 1734 -626
4644 78 -621
2864 1217 -738
2799 4572 621
4793 1118 731
3411 2177 -353
914 3217 -590
4775 1013 -129
6794 2379 371
5899 2220 466
36 7982 544
568 4130 49
7512 6695 631
1223 6183 -922
523 5968 371
5454 3233 674
8749 5925 658
5801 3275 -907
1346 8642 -445
5670 4333 -412
2540 7530 272
1843 3341 -822
102 8200 -582
1930 8739 -354
1701 2410 -478
7482 1981 55
6679 6650 525
224 2034 613
1095 8771 -210
6815 6280 933
5289 8019 65
2400 2744 480
3856 8669 -71
6329 3949 -881
4235 643 -55
1099 4399 148
6866 2801 -964
251 3267 -911
5092 7943 -974
2073 4753 -632
3727 5964 132
739 1753 -573
1738 3981 -268
7388 6074 425
1210 432 173
3839 3574 -202
2404 8690 -178
665 6847 465
1958 3006 -781
4596 7877 -239
5559 1206 673
7218 1742 -506
7112 7101 -367
408 2467 -778
8612 6341 -510
1363 8424 -248
530 2942 524
7282 4945 -433
8253 1959 204
7649 5373 -654
3176 4315 -722
3835 6257 -19
3419 4800 729
8766 6398 -499
6426 3941 575
2709 4944 -435
2236 2521 59
2360 586 335
7205 7492 399
1889 5222 843
6995 5562 730
5005 8334 -745
3241 3088 513
6533 5593 -590
7307 6961 -784
8230 335 625
847 286 567
16 2122 -508
1078 4769 220
3192 2079 485
955 5232 727
1272 8021 346
2884 5909 202
6535 8530 723
7985 2026 361
3040 6925 -774
374 5748 751
3091 3209 -766
4267 3472 -370
5369 3011 742
3283 4965 -995
800 3835 -66
3281 2690 -729
3459 378 -370
7652 5182 849
2527 5164 -866
8682 4665 748
1257 2653 -456
7278 5100 -617
7785 4598 379
1063 6362 -655
5703 1544 117
7955 2238 -634
8674 8696 -622
5676 354 616
6214 7172 -785
7086 322 -394
2836 2398 951
8256 6540 139
655 214 77
7950 1982 -35
3777 2730 -339
3690 5028 879
3549 6310 -501
3416 25 208
5285 265 304
1647 4997 -175
8557 2899 873
8365 2955 -26
1763 1643 -120
5714 3374 779
4357 5357 -327
7102 8706 -4
3344 731 -132
6653 6146 246
3571 6584 -953
7816 4556 398
6815 8100 -775
5156 913 -455
4290 1683 776
7045 2504 825
6234 4257 -583
7998 7746 449
7574 2961 -570
1136 2264 -802
4222 418 -544
4253 3583 -519
4624 2193 165
2247 1334 -527
1254 38 -984
5480 5824 -120
3949 7779 -635
5058 7422 -688
3713 713 374
7249 8214 -940
7103 5115 -405
1884 4690 896
1874 3858 221
5836 1567 -613
1952 6023 -595
4333 1924 -243
7144 1805 32
3283 3549 -785
2252 4119 -699
701 915 7
8382 989 509
4429 8073 -589
8472 2163 -758
646 522 576
6151 2468 37
2163 4878 -777
154 4598 949
8069 8547 737
301 1099 -569
8735 8153 -556
3651 6214 -578
7042 37 207
1048 4464 901
6692 1271 899
6200 4640 304
4612 5398 -790
6842 8765 -753
1590 4355 663
8643 2211 -107
992 4239 218
8745 3595 -867
826 8731 -781
4935 837 432
5177 1640 913
1007 853 541
7693 1311 897
6174 6341 -614
1999 7928 959
3704 820 357
1717 8327 740
8595 2132 -951
3771 7681 37
5857 652 65
7077 8278 114
8619 7691 -69
2721 5128 886
3952 4413 -477
7949 7730 -430
3328 6898 90
1807 3860 733
1795 4621 -25
5931 1722 442
3730 592 472
2359 6163 30
517 2066 895
4471 6811 849
1442 5343 683
2074 7371 30
2930 6015 -493
2250 2932 572
8089 3074 -492
4095 5080 21
8366 2981 -237
53 2036 -770
8709 7026 681
4833 2879 -650
634 2952 382
132 7447 744
3847 8551 -834
199 1012 22
5000 759 412
8562 7351 -468
5638 889 -519
771 1121 -676
527 6398 700
5523 7334 325
5996 6004 993
8681 5601 -346
5690 351 -218
5288 3208 -709
3090 5357 -690
2137 1153 -181
8287 4877 303
7495 7595 -294
3779 5353 -727
335 6562 -54
5587 3006 -251
8692 7082 228
5982 457 -559
110 77 -711
3871 7322 17
8705 1589 523
8319 2435 -744
7519 4415 -901
2906 6708 -698
5887 7741 -442
4394 7747 667
5999 2714 377
6137 2076 -785
5194 92 64
3348 780 154
8076 2001 238
5501 8369 424
2205 6710 487
7872 3697 657
5518 8123 984
4914 3841 105
746 4529 105
6153 254 -694
450 6613 750
3239 8136 -391
4003 4427 871
3627 7395 820
6750 4236 856
7374 1219 751
3416 7360 889
464 4721 -139
1113 6826 -964
6185 1551 951
2947 1621 -864
2362 4410 18
5428 1675 -423
812 1540 651
7666 3632 94
4705 4481 35
7926 2819 -215
5252 1839 -425
1844 3827 -386
6427 3639 98
7590 1969 472
2779 4778 716
5818 8541 -282
1588 7812 -255
3935 3311 85
6943 8777 -156
5957 1640 261
862 697 -529
2379 7957 56
5082 1329 -873
411 2122 127
4436 1801 920
3627 7768 126
6748 1511 -929
228 5487 -174
5085 2149 420
2896 1218 471
2733 6925 -773
1403 6971 -994
1697 6526 242
3991 1629 -814
2296 3736 451
1235 6722 188
4072 39 461
5187 2688 368
842 891 689
6431 3311 -403
2244 5509 -274
7751 5171 -315
907 5247 769
6161 3649 546
1208 7308 516
6365 4726 -412
7977 1736 -825
367 1801 -832
7174 2475 74
6946 2300 -857
8450 781 -433
985 4314 -419
6560 8598 558
5398 3570 -554
4444 2504 954
7857 4746 544
721 4051 224
8666 159 956
2996 192 340
3562 5801 -442
3969 2846 -118
2699 7131 -830
7021 1451 -52
7954 1137 -154
6387 286 -698
5406 6687 241
8473 8760 913
5646 8176 627
8314 5918 -890
5878 4836 909
5329 5365 -344
8160 2947 -891
6184 6275 902
8787 5080 -205
2420 3840 -515
2374 7042 665
6961 4737 -15
3370 7125 838
8177 8360 -599
2977 1679 -607
6073 1636 440
4360 4216 466
6410 8498 519
139 6226 -483
2546 7667 839
3772 1779 388
6152 8044 621
